CALL#,TITLE,Title,Permanent Link,Title with Hyperlink,SUBJECT,INDEX/GUIDE,,,INDEX/GUIDE,SERIES
MFF496,"Irish Exiles in America, The: A Drama in Five Scenes (A. Selden)","Irish Exiles in America, The: A Drama in Five Scenes (A. Selden)",http://library.tufts.edu:80/record=b1333104~S1,"Irish Exiles in America, The: A Drama in Five Scenes (A. Selden)",Arts/Humanities,,,,"Caption title.;""Detached from: Effusions of the heart : contained in a number of original poetical pieces, on various subjects / by Almira Selden."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English an","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF497,Lady Jane Grey (A. Selden),Lady Jane Grey (A. Selden),http://library.tufts.edu:80/record=b1333100~S1,Lady Jane Grey (A. Selden),Arts/Humanities,,,,"Caption title.;""Detached from: Effusions of the heart : contained in a number of original poetical pieces, on various subjects / by Almira Selden."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF498,Naomi (A. Selden),Naomi (A. Selden),http://library.tufts.edu:80/record=b1333102~S1,Naomi (A. Selden),Arts/Humanities,,,,"Half title.;""Detached from: Effusions of the heart : contained in a number of original poetical pieces, on various subjects / by Almira Selden."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and Am","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF499,"Cure for the Spleen, or, Amusement for a Winter's Evening: Being the Substance of a Conversation On the Times over a Friendly Tankard and Pipe (R. De Coverly)","Cure for the Spleen, or, Amusement for a Winter's Evening: Being the Substance of a Conversation On the Times over a Friendly Tankard and Pipe (R. De Coverly)",http://library.tufts.edu:80/record=b1333183~S1,"Cure for the Spleen, or, Amusement for a Winter's Evening: Being the Substance of a Conversation On the Times over a Friendly Tankard and Pipe (R. De Coverly)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 261 Sabin 79397;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF500,Shepherdess of the Alps (Citizen of New York),Shepherdess of the Alps (Citizen of New York),http://library.tufts.edu:80/record=b1333095~S1,Shepherdess of the Alps (Citizen of New York),Arts/Humanities,,,,"Imperfect: p. 28-29 duplicated.;""Hill, F.P. Amer. plays, 262"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF501,Scenes in the World of Spirits (G. Shober),Scenes in the World of Spirits (G. Shober),http://library.tufts.edu:80/record=b1333094~S1,Scenes in the World of Spirits (G. Shober),Arts/Humanities,,,,"Translator's preface signed: G.S. [i.e. Gottlieb Shober] Salem, N. Carolina, Nov. 1, 1814.;""Hill, F.P. Amer. plays, 263"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 4 microfiches : negative. (Three centuries of English and American plays, 1500-183","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF502,"Sidney, or The Self-Murderer Reclaimed (Gresset)","Sidney, or The Self-Murderer Reclaimed (Gresset)",http://library.tufts.edu:80/record=b1333152~S1,"Sidney, or The Self-Murderer Reclaimed (Gresset)",Arts/Humanities,,,,"Caption title.;""Detached from: Select translations and imitations from the French of Marmontell [sic] and Gresset / by an officer of the Army, who fought for America, under Gen. Wolfe, at the taking of Quebec."";""Microfiche. [New Canaan, Conn.] : Readex, [","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF503,Manfredi (J.W. Simmons),Manfredi (J.W. Simmons),http://library.tufts.edu:80/record=b1333153~S1,Manfredi (J.W. Simmons),Arts/Humanities,,,,"Hill, F.P. Amer. plays, 265;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF504,"Valdemar, or The Castle of the Cliff (J.W. Simmons)","Valdemar, or The Castle of the Cliff (J.W. Simmons)",http://library.tufts.edu:80/record=b1333154~S1,"Valdemar, or The Castle of the Cliff (J.W. Simmons)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 266;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF505,"Dramatic Sketch, A (W.G. Simms)","Dramatic Sketch, A (W.G. Simms)",http://library.tufts.edu:80/record=b1333402~S1,"Dramatic Sketch, A (W.G. Simms)",Arts/Humanities,,,,"Caption title.;""Detached from: Lyrical and other poems / by William G. Simms."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF506,Abbe de L'Epee (C. Smith),Abbe de L'Epee (C. Smith),http://library.tufts.edu:80/record=b1333385~S1,Abbe de L'Epee (C. Smith),Arts/Humanities,,,,"From Kotzebue's Der Taubstumme, oder, Der abbé de l'Épée, a translation of Bouilly's L'abbé de l'Épée.;""Translator of Kotzebue not named, attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 268."";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF507,Adelheid von Wulfingen (C. Smith),Adelheid von Wulfingen (C. Smith),http://library.tufts.edu:80/record=b1333400~S1,Adelheid von Wulfingen (C. Smith),Arts/Humanities,,,,"Exemplifying the barbarity which prevailed during the thirteenth century. ;""Translation of: Adelheid von Wulfingen."";""Translated by Benjamin Thompson."";""Translation also attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 269."";""Microfiche. [New C","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF508,"Beautiful Unknown, The: A Dramatic History (C. Smith)","Beautiful Unknown, The: A Dramatic History (C. Smith)",http://library.tufts.edu:80/record=b1333399~S1,"Beautiful Unknown, The: A Dramatic History (C. Smith)",Arts/Humanities,,,,"Translation of: Die schöne Unbekannte.;""Hill, F.P. Amer. plays, 270"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF509,"Count of Burgundy, The: A Comedy in Four Acts (C. Smith)","Count of Burgundy, The: A Comedy in Four Acts (C. Smith)",http://library.tufts.edu:80/record=b1333386~S1,"Count of Burgundy, The: A Comedy in Four Acts (C. Smith)",Arts/Humanities,,,,"Translation of: Der Graf von Burgund.;""Translation attributed to Charles Smith."";""Hill, F.P. Amer. plays, 271 Evans 37746"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF511,False Shame: A Comedy in Four Acts (C. Smith),False Shame: A Comedy in Four Acts (C. Smith),http://library.tufts.edu:80/record=b1333405~S1,False Shame: A Comedy in Four Acts (C. Smith),Arts/Humanities,,,,"Translation of: Falsche Schaam.;""Translator not named, attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 273."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF512,"Force of Calumny, The: A Play in Five Acts (C. Smith)","Force of Calumny, The: A Play in Five Acts (C. Smith)",http://library.tufts.edu:80/record=b1333388~S1,"Force of Calumny, The: A Play in Five Acts (C. Smith)",Arts/Humanities,,,,"Translation of: Verläumder.;""Translated by Anne Plumptre."";""Translation also attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 274."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and Ame","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF513,Fraternal Discord: A Comedy in Five Acts (C. Smith),Fraternal Discord: A Comedy in Five Acts (C. Smith),http://library.tufts.edu:80/record=b1333404~S1,Fraternal Discord: A Comedy in Five Acts (C. Smith),Arts/Humanities,,,,"Translation of: Die Versöhnung.;""Translator not named, attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 275."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF514,"Happy Family, The: A Drama in Five Acts (C. Smith)","Happy Family, The: A Drama in Five Acts (C. Smith)",http://library.tufts.edu:80/record=b1333391~S1,"Happy Family, The: A Drama in Five Acts (C. Smith)",Arts/Humanities,,,,"Translation of: Die silberne Hochzeit.;""Translated by Benjamin Thompson."";""Translation also attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 276."";""Evans 37752"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three c","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF515,Indigence and Nobleness of Mind: A Comedy in Five Acts (C. Smith),Indigence and Nobleness of Mind: A Comedy in Five Acts (C. Smith),http://library.tufts.edu:80/record=b1333401~S1,Indigence and Nobleness of Mind: A Comedy in Five Acts (C. Smith),Arts/Humanities,,,,"Translator not named, but attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 277.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF516,La Peyrouse (C. Smith),La Peyrouse (C. Smith),http://library.tufts.edu:80/record=b1337591~S1,La Peyrouse (C. Smith),Arts/Humanities,,,,"Translation of: La Peyrouse.;""Hill, F.P. Amer. plays, 278"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF517,"Pizarro, or The Spaniards in Peru (C. Smith)","Pizarro, or The Spaniards in Peru (C. Smith)",http://library.tufts.edu:80/record=b1333387~S1,"Pizarro, or The Spaniards in Peru (C. Smith)",Arts/Humanities,,,,"Sheridan's adaptation. London. 1799. ... Act 5 of the reprint, however, contains a fuller version following the German original. --F.H. Wilkens, Early influence ..., Americana germanica, 1899, v. 3, no. 2, p. 176.;""Alteration attributed to Charles Sm","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF518,"Self Immolation, or The Sacrifice of Love (C. Smith)","Self Immolation, or The Sacrifice of Love (C. Smith)",http://library.tufts.edu:80/record=b1337592~S1,"Self Immolation, or The Sacrifice of Love (C. Smith)",Arts/Humanities,,,,"Also published as: Family distress, or, Self immolation.;""Translation of: Der Opfertod."";""Translated by Henry Neuman."";""Translation also attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 280."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 m","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF519,"Virgin of the Sun, The (C. Smith)","Virgin of the Sun, The (C. Smith)",http://library.tufts.edu:80/record=b1333389~S1,"Virgin of the Sun, The (C. Smith)",Arts/Humanities,,,,"Translation of: Sonnenjungfrau.;""Translator not named, attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 281."";""Evans 37764"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American play","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF520,"Widow and the Riding Horse, The (C. Smith)","Widow and the Riding Horse, The (C. Smith)",http://library.tufts.edu:80/record=b1333384~S1,"Widow and the Riding Horse, The (C. Smith)",Arts/Humanities,,,,"Translation of: Die Wittwe und das Reitpferd.;""Translated by Anne Plumptre."";""Translation also attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 282."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF521,"Wild Youth, The (C. Smith)","Wild Youth, The (C. Smith)",http://library.tufts.edu:80/record=b1333376~S1,"Wild Youth, The (C. Smith)",Arts/Humanities,,,,"Translation of: Der Wildfang.;""Starred pages 33-36 inserted between 32 and 33."";""Hill, F.P. Amer. plays, 283"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF522,"Writing-Desk, The, or Youth in Danger (C. Smith)","Writing-Desk, The, or Youth in Danger (C. Smith)",http://library.tufts.edu:80/record=b1333383~S1,"Writing-Desk, The, or Youth in Danger (C. Smith)",Arts/Humanities,,,,"Translation of: Die Schreibepult.;""Translator not named, attributed to Charles Smith. Cf. Hill, F.P. Amer. plays, 284."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF524,"Siege of Algiers, The, or The Downfall of Hadgi-Ali-Bashaw (J.S. Smith)","Siege of Algiers, The, or The Downfall of Hadgi-Ali-Bashaw (J.S. Smith)",http://library.tufts.edu:80/record=b1333375~S1,"Siege of Algiers, The, or The Downfall of Hadgi-Ali-Bashaw (J.S. Smith)",Arts/Humanities,,,,"Imperfect: p. 5-6 wanting.;""Hill, F.P. Amer. plays, 286"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF525,"Deformed, The, or, Woman's Trial: A Play in Five Acts (R.P. Smith)","Deformed, The, or, Woman's Trial: A Play in Five Acts (R.P. Smith)",http://library.tufts.edu:80/record=b1333374~S1,"Deformed, The, or, Woman's Trial: A Play in Five Acts (R.P. Smith)",Arts/Humanities,,,,"As performed at the Chestnut Street Theatre, Philadelphia. ;""Hill, F.P. Amer. plays, 287"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF526,"Disowned, The, or, The Prodigals: A Play in Three Acts (R.P. Smith)","Disowned, The, or, The Prodigals: A Play in Three Acts (R.P. Smith)",http://library.tufts.edu:80/record=b1333369~S1,"Disowned, The, or, The Prodigals: A Play in Three Acts (R.P. Smith)",Arts/Humanities,,,,"Based on the drama: Le caissier / Monsieur Jouslin.;"" As performed at the Chestnut Street Theatre, Philadelphia. "";""Hill, F.P. Amer. plays, 288"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and A","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF527,"Eighth of January, The (R.P. Smith)","Eighth of January, The (R.P. Smith)",http://library.tufts.edu:80/record=b1333367~S1,"Eighth of January, The (R.P. Smith)",Arts/Humanities,,,,"Some assistance was derived from a French drama, by Frédéric --P. [5].;""A dramatization of one of Jackson's military triumphs during the War of 1812."";"" As performed at the theatres, Chestnut Street, Philadelphia, Baltimore, and Washington. "";""Hill, F.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF528,Exercise Consisting of a Dialogue and Ode Sacred to the Memory of His Late Gracious Majesty George II (W. Smith),Exercise Consisting of a Dialogue and Ode Sacred to the Memory of His Late Gracious Majesty George II (W. Smith),http://library.tufts.edu:80/record=b1337877~S1,Exercise Consisting of a Dialogue and Ode Sacred to the Memory of His Late Gracious Majesty George II (W. Smith),Arts/Humanities,,,,"Dialogue by William Smith Ode by Francis Hopkinson.;"" Performed at the public commencement in the College of Philadelphia May 23, 1761. "";"" The ode set to music [not included], and sung with the organ, &c. "";""Microfiche. [New Canaan, Conn.] : Readex, [19","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF529,Exercise Containing a Dialogue and Two Odes Set to Music (W. Smith),Exercise Containing a Dialogue and Two Odes Set to Music (W. Smith),http://library.tufts.edu:80/record=b1333368~S1,Exercise Containing a Dialogue and Two Odes Set to Music (W. Smith),Arts/Humanities,,,,"Caption title.;"" For the public commencement in the College of Philadelphia, May 17th, 1775. "";""Detached from: An exercise, containing a dialogue and two odes set to music."";""Hill, F.P. Amer. plays, 290"";""Microfiche. [New Canaan, Conn.] : Readex, [1989].","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF530,"Russian Banquet, The, or The Feast of Treason and the Flow of Wine (H. Snapdragon)","Russian Banquet, The, or The Feast of Treason and the Flow of Wine (H. Snapdragon)",http://library.tufts.edu:80/record=b1333373~S1,"Russian Banquet, The, or The Feast of Treason and the Flow of Wine (H. Snapdragon)",Arts/Humanities,,,,"As lately performed in Boston. ;""Includes an untitled song."";""Hill, F.P. Amer. plays, 255"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF531,Sophia: The Bandit of the Forest (Gentleman of this City),Sophia: The Bandit of the Forest (Gentleman of this City),http://library.tufts.edu:80/record=b1333370~S1,Sophia: The Bandit of the Forest (Gentleman of this City),Arts/Humanities,,,,"Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF532,"Friendly Dialogue in Three Parts Between Philalethes & Toletus Upon the Nature of Duty, A (S. Spring)","Friendly Dialogue in Three Parts Between Philalethes & Toletus Upon the Nature of Duty, A (S. Spring)",http://library.tufts.edu:80/record=b1333371~S1,"Friendly Dialogue in Three Parts Between Philalethes & Toletus Upon the Nature of Duty, A (S. Spring)",Arts/Humanities,,,,"Written by Samuel Spring. Cf. NUC pre-1956.;"" Toletus represents the Reverend David Tappan ... Philalethes represents the Reverend Samuel Spring --P. [4]"";""A private conference between Philalethes & Amartolos : p. 1-32 at end."";""Imperfect: p. 160 repeate","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF533,Dramatic Dialogues for the Use of Schools (C. Stearns),Dramatic Dialogues for the Use of Schools (C. Stearns),http://library.tufts.edu:80/record=b1333372~S1,Dramatic Dialogues for the Use of Schools (C. Stearns),Arts/Humanities,,,,"Imperfect: many pages mutilated.;""Introduction -- The woman of honor -- The male coquette -- The growth of rumors -- The gamester -- The triumph of temper -- The mother of a family -- The captive -- Ronscevalles -- Panthea -- The foundling -- The female g","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF534,"Forest of Rosenwald, The, or, The Travellers Benighted: A Melo-Drama, in Two Acts (J. Stokes)","Forest of Rosenwald, The, or, The Travellers Benighted: A Melo-Drama, in Two Acts (J. Stokes)",http://library.tufts.edu:80/record=b1333540~S1,"Forest of Rosenwald, The, or, The Travellers Benighted: A Melo-Drama, in Two Acts (J. Stokes)",Arts/Humanities,,,,"As performed at the New-York Theatre. ;""First played at the Park Theater, New York, April 26, 1820, under title, The forest of Rosenwald, or, The bleeding nun. Cf. Hill, F.P. Amer. plays, 292."";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 micro","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF535,"Tancred, or The Siege of Antioch (J.A. Stone)","Tancred, or The Siege of Antioch (J.A. Stone)",http://library.tufts.edu:80/record=b1333539~S1,"Tancred, or The Siege of Antioch (J.A. Stone)",Arts/Humanities,,,,"Written by John Augustus Stone. Cf. Hill, F.P. Amer. plays, 293.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF536,"Dialogue, Exhibiting Some of the Principles and Practical Consequences of Modern Infidelity (R.S. Storrs)","Dialogue, Exhibiting Some of the Principles and Practical Consequences of Modern Infidelity (R.S. Storrs)",http://library.tufts.edu:80/record=b1333541~S1,"Dialogue, Exhibiting Some of the Principles and Practical Consequences of Modern Infidelity (R.S. Storrs)",Arts/Humanities,,,,"Preface signed: R.S. Storrs.;""Hill, F.P. Amer. plays, 294"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF537,"Fall of Iturbide, The, or, Mexico Delivered: A Tragedy in Five Acts (H.K. Strong)","Fall of Iturbide, The, or, Mexico Delivered: A Tragedy in Five Acts (H.K. Strong)",http://library.tufts.edu:80/record=b1337725~S1,"Fall of Iturbide, The, or, Mexico Delivered: A Tragedy in Five Acts (H.K. Strong)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 295;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF538,"Captain Morgan, or, The Conspiracy Unveiled: A Farce in Two Acts (C.S. Talbot)","Captain Morgan, or, The Conspiracy Unveiled: A Farce in Two Acts (C.S. Talbot)",http://library.tufts.edu:80/record=b1333528~S1,"Captain Morgan, or, The Conspiracy Unveiled: A Farce in Two Acts (C.S. Talbot)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 297;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF539,"Paddy's Trip to America, or The Husband With Three Wives (C.S. Talbot)","Paddy's Trip to America, or The Husband With Three Wives (C.S. Talbot)",http://library.tufts.edu:80/record=b1333530~S1,"Paddy's Trip to America, or The Husband With Three Wives (C.S. Talbot)",Arts/Humanities,,,,"Written by C.S. Talbot. Cf. Hill, F.P. Amer. plays, 298.;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF540,Squire Hartley (C.S. Talbot),Squire Hartley (C.S. Talbot),http://library.tufts.edu:80/record=b1333529~S1,Squire Hartley (C.S. Talbot),Arts/Humanities,,,,"Hill, F.P. Amer. plays, 299;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF541,"Freaks of Columbia, The, or, The Removal of the Seat of Government: A Farce (T. Taste)","Freaks of Columbia, The, or, The Removal of the Seat of Government: A Farce (T. Taste)",http://library.tufts.edu:80/record=b1337258~S1,"Freaks of Columbia, The, or, The Removal of the Seat of Government: A Farce (T. Taste)",Arts/Humanities,,,,"Imperfect: title page partially illegible.;""Sabin, 94403"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF542,"Banker, The, or, Things as They Have Been: A Farce in Three Acts (V. Taylor)","Banker, The, or, Things as They Have Been: A Farce in Three Acts (V. Taylor)",http://library.tufts.edu:80/record=b1337345~S1,"Banker, The, or, Things as They Have Been: A Farce in Three Acts (V. Taylor)",Arts/Humanities,,,,"Respectfully dedicated to the purchasers of Things as they will be, &c. ;""Hill, F.P. Amer. plays, 300"";""Sabin, 94542"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830.","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF543,"False Appearances, or, A Hit on the Dandies: A Farce, in Three Acts (V. Taylor)","False Appearances, or, A Hit on the Dandies: A Farce, in Three Acts (V. Taylor)",http://library.tufts.edu:80/record=b1337346~S1,"False Appearances, or, A Hit on the Dandies: A Farce, in Three Acts (V. Taylor)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 301;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF544,"Things as They Will Be, or All Barkers Are Not Biters (V. Taylor)","Things as They Will Be, or All Barkers Are Not Biters (V. Taylor)",http://library.tufts.edu:80/record=b1337347~S1,"Things as They Will Be, or All Barkers Are Not Biters (V. Taylor)",Arts/Humanities,,,,"Respectfully dedicated to the holders of Washington and Warren and Exchange Bank bills. ;""Hill, F.P. Amer. plays, 302"";""Sabin 94543"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American play","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF545,Theodora (Anon.),Theodora (Anon.),http://library.tufts.edu:80/record=b1337348~S1,Theodora (Anon.),Arts/Humanities,,,,"Imperfect: t.p. and p. 1-4 wanting.;""Detachedf from: Rejected plays."";""Hill, F.P. Amer. plays, 249"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF546,"Lyre of Tioga, The (A.C. Thompson)","Lyre of Tioga, The (A.C. Thompson)",http://library.tufts.edu:80/record=b1337349~S1,"Lyre of Tioga, The (A.C. Thompson)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 303;""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 2 microfiches : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF547,"Transformation, or Love and Law (J.T. Allingham)","Transformation, or Love and Law (J.T. Allingham)",http://library.tufts.edu:80/record=b1337352~S1,"Transformation, or Love and Law (J.T. Allingham)",Arts/Humanities,,,,"Libretto only, by John Till Allingham.;""Shaw & Shoemaker, c 30660"";"" As performed at the Theatres London, Philadelphia, and Baltimore. "";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American p","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF548,"Trial of Atticus Before Justice Beau, The, For a Rape (Anon.)","Trial of Atticus Before Justice Beau, The, For a Rape (Anon.)",http://library.tufts.edu:80/record=b1337353~S1,"Trial of Atticus Before Justice Beau, The, For a Rape (Anon.)",Arts/Humanities,,,,"Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
MFF549,"Tricks of the Times, The, or The World of Quacks (Anon.)","Tricks of the Times, The, or The World of Quacks (Anon.)",http://library.tufts.edu:80/record=b1337354~S1,"Tricks of the Times, The, or The World of Quacks (Anon.)",Arts/Humanities,,,,"Hill, F.P. Amer. plays, 306;""Shaw & Shoemaker, 49634"";""Microfiche. [New Canaan, Conn.] : Readex, [1989]. 1 microfiche : negative. (Three centuries of English and American plays, 1500-1830. 1714-1830, American).""","Three centuries of English and American plays, 1500-1830. 1714-1830, American."
