FileName,"Error","NameError","TemplateField.Name","DocumentField.Name","RegonitionTypeError","TemplateField.RecognitionFieldType","DocumentField.RecognitionFieldType","FormFieldGroupError","TemplateField.FormFieldGroup","DocumentField.FormFieldGroup","LabelAreaError","TemplateField.LabelArea","DocumentField.LabelArea","LabelTextError","TemplateField.LabelText","DocumentField.LabelText","DataAreaError","TemplateField.DataArea","DocumentField.DataArea","DataTextError","TemplateField.DataText","DocumentField.DataText","DocumentField.Validation"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4645~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_18_2011~$13.28~4600_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1682,Y=316,Width=212,Height=29}","{X=1682,Y=316,Width=212,Height=29}","DIFF","Invoice Date:","invoice Date:","DIFF","{X=1968,Y=309,Width=241,Height=46}","{X=1984,Y=316,Width=211,Height=37}","","~8/19/2011","~Aug 19, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4645~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_18_2011~$13.28~4600_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1680,Y=256,Width=277,Height=50}","{X=1681,Y=265,Width=264,Height=29}","DIFF","Invoice Number:","invoice Number:","DIFF","{X=1981,Y=260,Width=102,Height=50}","{X=1987,Y=265,Width=87,Height=30}","DIFF","~I4645","~14645","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4645~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_18_2011~$13.28~4600_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=992,Y=1005,Width=270,Height=41}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=984,Y=1070,Width=290,Height=41}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4645~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_18_2011~$13.28~4600_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=915,Y=2749,Width=143,Height=54}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2233,Y=2761,Width=102,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~13.28","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1687,Y=309,Width=213,Height=29}","{X=1694,Y=311,Width=213,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=1981,Y=305,Width=232,Height=38}","{X=1995,Y=312,Width=212,Height=37}","","~8/19/2011","~Aug 19, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1684,Y=248,Width=273,Height=46}","{X=1696,Y=260,Width=261,Height=30}","DIFF","Invoice Number","Invoice Nurnber","DIFF","{X=1972,Y=248,Width=115,Height=50}","{X=1999,Y=261,Width=87,Height=30}","DIFF","~I4646","~14646","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1009,Y=992,Width=265,Height=46}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=1000,Y=1061,Width=282,Height=38}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=935,Y=2745,Width=136,Height=42}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2192,Y=2757,Width=160,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~2,540.05","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_002.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1688,Y=305,Width=229,Height=50}","{X=1690,Y=315,Width=211,Height=29}","","Invoice Date:","Invoice Date:","DIFF","{X=1981,Y=305,Width=232,Height=46}","{X=1989,Y=312,Width=214,Height=40}","DIFF","~8/19/2011","~Aug 18$2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_002.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1676,Y=264,Width=289,Height=34}","{X=1690,Y=264,Width=261,Height=29}","","Invoice Number","Invoice Number","DIFF","{X=1972,Y=256,Width=115,Height=42}","{X=1993,Y=265,Width=87,Height=29}","DIFF","~I4646","~14646","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4646~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~08_19_2011~$2,540.05~4600_002.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=1017,Y=996,Width=257,Height=50}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=996,Y=1066,Width=290,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4649~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$371.96~4600_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1705,Y=279,Width=220,Height=30}","{X=1705,Y=279,Width=220,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=2005,Y=264,Width=253,Height=54}","{X=2018,Y=279,Width=226,Height=37}","","~8/20/2011","~Aug 20, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4649~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$371.96~4600_001.tif","Field Error","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1688,Y=216,Width=306,Height=45}","{X=1705,Y=226,Width=275,Height=30}","","Invoice Number:","Invoice Number:","DIFF","{X=2009,Y=220,Width=119,Height=45}","{X=849,Y=224,Width=1265,Height=32}","ERROR","~I4649","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4649~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$371.96~4600_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=992,Y=992,Width=274,Height=54}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=911,Y=1057,Width=432,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPWA 11936091 REL 6","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4649~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$371.96~4600_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=915,Y=2810,Width=147,Height=50}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2265,Y=2818,Width=144,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~371.96","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4650~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$182.74~4600_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1703,Y=278,Width=221,Height=30}","{X=1703,Y=278,Width=221,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=2009,Y=272,Width=249,Height=42}","{X=2016,Y=278,Width=226,Height=38}","","~8/20/2011","~Aug 20, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4650~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$182.74~4600_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1692,Y=216,Width=298,Height=49}","{X=1703,Y=225,Width=275,Height=31}","DIFF","Invoice Number","Invoice Numben","DIFF","{X=2005,Y=220,Width=115,Height=45}","{X=2019,Y=225,Width=93,Height=30}","DIFF","~I4650","~14650","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4650~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$182.74~4600_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=996,Y=996,Width=270,Height=46}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=923,Y=1057,Width=408,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936091 REL7","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4650~PO# DPWA11936091~MUNICIPAL WATER WORKS INC~08_20_2011~$182.74~4600_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=907,Y=2810,Width=151,Height=46}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2265,Y=2810,Width=152,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~182.74","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4675~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$914.15~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1699,Y=284,Width=221,Height=29}","{X=1699,Y=284,Width=221,Height=29}","","Invoice Date:","Invoice Date:","DIFF","{X=1993,Y=277,Width=237,Height=45}","{X=2014,Y=283,Width=204,Height=37}","","~9/1/2011","~Sep 1, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4675~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$914.15~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1688,Y=220,Width=298,Height=53}","{X=1699,Y=230,Width=275,Height=30}","","Invoice Number","Invoice Number","DIFF","{X=2005,Y=228,Width=115,Height=37}","{X=2016,Y=230,Width=93,Height=30}","DIFF","~I4675","~14675","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4675~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$914.15~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=980,Y=996,Width=278,Height=50}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=968,Y=1066,Width=302,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4675~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$914.15~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=911,Y=2818,Width=147,Height=42}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2257,Y=2818,Width=144,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~914.15","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4676~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$262.08~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1700,Y=285,Width=222,Height=30}","{X=1700,Y=285,Width=222,Height=30}","DIFF","Invoice Date:","invoice Date:","DIFF","{X=2005,Y=281,Width=229,Height=41}","{X=2016,Y=285,Width=203,Height=37}","","~9/1/2011","~Sep 1, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4676~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$262.08~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1700,Y=220,Width=286,Height=49}","{X=1700,Y=232,Width=275,Height=31}","","Invoice Number","Invoice Number","DIFF","{X=2009,Y=228,Width=103,Height=37}","{X=2017,Y=233,Width=93,Height=30}","DIFF","~I4676","~14676","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4676~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$262.08~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=976,Y=996,Width=278,Height=54}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=968,Y=1061,Width=306,Height=46}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4676~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$262.08~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=903,Y=2822,Width=151,Height=34}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2265,Y=2827,Width=136,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~262.08","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4677~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$332.74~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1697,Y=281,Width=222,Height=30}","{X=1697,Y=281,Width=222,Height=30}","DIFF","Invoice Date:","invoice Date:","DIFF","{X=2005,Y=268,Width=225,Height=54}","{X=2013,Y=281,Width=203,Height=37}","","~9/1/2011","~Sep 1, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4677~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$332.74~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1692,Y=220,Width=290,Height=49}","{X=1698,Y=228,Width=274,Height=30}","","Invoice Number","Invoice Number","DIFF","{X=2001,Y=220,Width=123,Height=49}","{X=2014,Y=228,Width=93,Height=29}","DIFF","~I4677","~14677","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4677~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$332.74~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=980,Y=1000,Width=278,Height=38}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=972,Y=1066,Width=298,Height=37}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11940145","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4677~PO# DPWA11940145~MUNICIPAL WATER WORKS INC~09_01_2011~$332.74~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=907,Y=2810,Width=139,Height=58}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2265,Y=2818,Width=131,Height=42}","{X=0,Y=0,Width=0,Height=0}","","~332.74","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4700~PO# DPWA11936070~MUNICIPAL WATER WORKS INC~09_08_2011~$420.54~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1700,Y=280,Width=222,Height=30}","{X=1710,Y=283,Width=222,Height=31}","","Invoice Date:","Invoice Date:","DIFF","{X=2009,Y=272,Width=225,Height=46}","{X=2026,Y=283,Width=203,Height=38}","","~9/8/2011","~Sep 8, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4700~PO# DPWA11936070~MUNICIPAL WATER WORKS INC~09_08_2011~$420.54~_001.tif","ERROR no document field","","Invoice Number","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1688,Y=220,Width=298,Height=45}","{X=0,Y=0,Width=0,Height=0}","","Invoice Number:","","","{X=2001,Y=211,Width=123,Height=50}","{X=0,Y=0,Width=0,Height=0}","","~I4700","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4700~PO# DPWA11936070~MUNICIPAL WATER WORKS INC~09_08_2011~$420.54~_001.tif","ERROR no document field","","Purchase Order","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=992,Y=992,Width=270,Height=50}","{X=0,Y=0,Width=0,Height=0}","","Customer PO","","","{X=911,Y=1061,Width=420,Height=38}","{X=0,Y=0,Width=0,Height=0}","","~DPWA11936070 REL7","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4700~PO# DPWA11936070~MUNICIPAL WATER WORKS INC~09_08_2011~$420.54~_001.tif","ERROR no document field","","Total Due","","","GeneralText","GeneralText","","UnknownFormFieldGroup","UnknownFormFieldGroup","","{X=919,Y=2818,Width=135,Height=46}","{X=0,Y=0,Width=0,Height=0}","","TOTAL","","","{X=2269,Y=2810,Width=132,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~420.54","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=220,Width=298,Height=49}","{X=1706,Y=231,Width=275,Height=29}","","Invoice Number:","Invoice Number:","DIFF","{X=2009,Y=220,Width=111,Height=49}","{X=2023,Y=231,Width=92,Height=30}","DIFF","~I4775","~14775","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_001.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1706,Y=284,Width=221,Height=29}","{X=1706,Y=284,Width=221,Height=29}","DIFF","Invoice Date:","invoice Date:","DIFF","{X=2009,Y=277,Width=241,Height=49}","{X=2022,Y=284,Width=214,Height=34}","","~10/15/2011","~Oct 15, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1008,Y=1001,Width=247,Height=31}","{X=1009,Y=1001,Width=245,Height=31}","","Customer PO","Customer PO","","{X=935,Y=1067,Width=385,Height=30}","{X=935,Y=1067,Width=385,Height=30}","","~DPWA12936006 REL1","~DPWA12936006 REL1","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_002.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1707,Y=280,Width=220,Height=30}","{X=1707,Y=280,Width=220,Height=30}","","Invoice Date:","Invoice Date:","DIFF","{X=2013,Y=268,Width=237,Height=50}","{X=2022,Y=279,Width=215,Height=35}","","~10/15/2011","~Oct 15, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_002.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=224,Width=302,Height=37}","{X=1707,Y=227,Width=274,Height=29}","","Invoice Number","Invoice Number","DIFF","{X=2017,Y=224,Width=107,Height=41}","{X=2024,Y=226,Width=92,Height=30}","DIFF","~I4775","~14775","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_002.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1011,Y=1002,Width=246,Height=32}","{X=1011,Y=1002,Width=246,Height=32}","","Customer PO","Customer PO","","{X=938,Y=1069,Width=385,Height=30}","{X=938,Y=1069,Width=385,Height=30}","","~DPWA12936006 REL1","~DPWA12936006 REL1","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~$4,293.42~_002.tif","","","Total Due","Total Due","","Currency","Currency","","SummaryFormFieldGroup","SummaryFormFieldGroup","","{X=930,Y=2819,Width=128,Height=31}","{X=930,Y=2819,Width=128,Height=31}","","TOTAL","TOTAL","DIFF","{X=2254,Y=2824,Width=152,Height=36}","{X=2255,Y=2824,Width=151,Height=35}","","~4,293.42","~4,293.42","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_001.tif","ERROR no document field","","Invoice Date","","","GeneralText","GeneralText","","CustomerFormFieldGroup","UnknownFormFieldGroup","","{X=1688,Y=272,Width=261,Height=46}","{X=0,Y=0,Width=0,Height=0}","","Invoice Date:","","","{X=2001,Y=272,Width=249,Height=54}","{X=0,Y=0,Width=0,Height=0}","","~10/15/2011","~","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_001.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1696,Y=220,Width=294,Height=49}","{X=1710,Y=231,Width=275,Height=30}","","Invoice Number:","Invoice Number:","DIFF","{X=2001,Y=224,Width=123,Height=45}","{X=2026,Y=230,Width=95,Height=34}","DIFF","~I4775","~14776","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_001.tif","","","Purchase Order","Purchase Order","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1004,Y=1005,Width=247,Height=31}","{X=1007,Y=1003,Width=247,Height=32}","","Customer PO","Customer PO","DIFF","{X=929,Y=1065,Width=387,Height=38}","{X=932,Y=1065,Width=387,Height=37}","DIFF","~DPWA12936006 REL1","~DPWA12936006 I4EEL1","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_002.tif","","","Invoice Date","Invoice Date","","Date","Date","","CustomerFormFieldGroup","CustomerFormFieldGroup","","{X=1709,Y=279,Width=220,Height=28}","{X=1709,Y=279,Width=220,Height=28}","","Invoice Date:","Invoice Date:","DIFF","{X=2001,Y=264,Width=253,Height=54}","{X=2024,Y=279,Width=215,Height=33}","","~10/15/2011","~Oct 15, 2011","Unvalidated"
"C:\DevelopPF\Data\Forms\1BPPIndexed\English-US\Invoices\HillsCo\MunicipalWater\Original\INV# I4775~PO# DPWA12936006~MUNICIPAL WATER WORKS INC~10_15_2011~~_002.tif","","","Invoice Number","Invoice Number","","GeneralText","GeneralText","","CustomerFormFieldGroup","CustomerFormFieldGroup","DIFF","{X=1700,Y=216,Width=294,Height=45}","{X=1709,Y=226,Width=275,Height=29}","DIFF","Invoice Number","Invoice Numbec","DIFF","{X=2005,Y=211,Width=127,Height=54}","{X=2026,Y=226,Width=93,Height=29}","DIFF","~I4775","~14775","Unvalidated"
